# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    5.405405405    1.811254758    1.811247324    1.502721281
    5.425425425    1.809498312    1.809490888    1.502011084
    5.445445445    1.807745611    1.807738198    1.501300635
    5.465465465    1.805996666    1.805989263    1.500589945
    5.485485485    1.804251487    1.804244094    1.499879027
    5.505505506    1.802510083    1.802502701    1.499167891
    5.525525526    1.800772464    1.800765093    1.498456550
    5.545545546    1.799038640    1.799031279    1.497745013
    5.565565566    1.797308619    1.797301268    1.497033294
    5.585585586    1.795582409    1.795575068    1.496321402
    5.605605606    1.793860018    1.793852688    1.495609348
    5.625625626    1.792141455    1.792134135    1.494897145
    5.645645646    1.790426726    1.790419416    1.494184802
    5.665665666    1.788715838    1.788708538    1.493472330
    5.685685686    1.787008798    1.787001509    1.492759741
    5.705705706    1.785305613    1.785298333    1.492047044
    5.725725726    1.783606287    1.783599018    1.491334251
    5.745745746    1.781910828    1.781903569    1.490621373
    5.765765766    1.780219239    1.780211991    1.489908418
    5.785785786    1.778531527    1.778524289    1.489195399
    5.805805806    1.776847696    1.776840468    1.488482325
    5.825825826    1.775167750    1.775160532    1.487769206
    5.845845846    1.773491694    1.773484485    1.487056053
    5.865865866    1.771819531    1.771812332    1.486342876
    5.885885886    1.770151264    1.770144076    1.485629685
    5.905905906    1.768486898    1.768479719    1.484916490
    5.925925926    1.766826435    1.766819266    1.484203300
    5.945945946    1.765169877    1.765162718    1.483490126
    5.965965966    1.763517228    1.763510079    1.482776977
    5.985985986    1.761868489    1.761861349    1.482063863
    6.006006006    1.760223662    1.760216532    1.481350793
    6.026026026    1.758582750    1.758575629    1.480637778
    6.046046046    1.756945752    1.756938642    1.479924826
    6.066066066    1.755312671    1.755305570    1.479211947
    6.086086086    1.753683508    1.753676417    1.478499150
    6.106106106    1.752058263    1.752051181    1.477786445
    6.126126126    1.750436936    1.750429864    1.477073841
    6.146146146    1.748819528    1.748812466    1.476361347
    6.166166166    1.747206040    1.747198987    1.475648971
    6.186186186    1.745596469    1.745589426    1.474936724
    6.206206206    1.743990817    1.743983783    1.474224613
    6.226226226    1.742389083    1.742382059    1.473512648
    6.246246246    1.740791266    1.740784250    1.472800838
    6.266266266    1.739197364    1.739190358    1.472089191
    6.286286286    1.737607377    1.737600380    1.471377715
    6.306306306    1.736021302    1.736014315    1.470666421
    6.326326326    1.734439140    1.734432162    1.469955315
    6.346346346    1.732860887    1.732853918    1.469244406
    6.366366366    1.731286541    1.731279582    1.468533704
    6.386386386    1.729716101    1.729709151    1.467823216
    6.406406406    1.728149564    1.728142623    1.467112950
    6.426426426    1.726586928    1.726579996    1.466402915
    6.446446446    1.725028189    1.725021267    1.465693118
    6.466466466    1.723473345    1.723466432    1.464983569
    6.486486486    1.721922393    1.721915490    1.464274274
    6.506506507    1.720375330    1.720368436    1.463565242
    6.526526527    1.718832153    1.718825267    1.462856481
    6.546546547    1.717292857    1.717285980    1.462147999
    6.566566567    1.715757439    1.715750572    1.461439802
    6.586586587    1.714225896    1.714219037    1.460731900
    6.606606607    1.712698223    1.712691373    1.460024299
    6.626626627    1.711174417    1.711167576    1.459317008
    6.646646647    1.709654472    1.709647640    1.458610033
    6.666666667    1.708138385    1.708131562    1.457903382
    6.686686687    1.706626152    1.706619338    1.457197063
    6.706706707    1.705117767    1.705110962    1.456491082
    6.726726727    1.703613225    1.703606429    1.455785448
    6.746746747    1.702112523    1.702105736    1.455080167
    6.766766767    1.700615655    1.700608876    1.454375247
    6.786786787    1.699122615    1.699115845    1.453670694
    6.806806807    1.697633399    1.697626637    1.452966516
    6.826826827    1.696148000    1.696141248    1.452262719
    6.846846847    1.694666415    1.694659671    1.451559311
    6.866866867    1.693188637    1.693181901    1.450856298
    6.886886887    1.691714660    1.691707933    1.450153687
    6.906906907    1.690244478    1.690237760    1.449451485
    6.926926927    1.688778086    1.688771377    1.448749699
    6.946946947    1.687315478    1.687308777    1.448048334
    6.966966967    1.685856647    1.685849955    1.447347399
    6.986986987    1.684401588    1.684394905    1.446646898
    7.007007007    1.682950294    1.682943619    1.445946840
    7.027027027    1.681502759    1.681496092    1.445247229
    7.047047047    1.680058976    1.680052318    1.444548073
    7.067067067    1.678618938    1.678612289    1.443849377
    7.087087087    1.677182640    1.677175999    1.443151149
    7.107107107    1.675750074    1.675743441    1.442453393
    7.127127127    1.674321233    1.674314609    1.441756117
    7.147147147    1.672896111    1.672889495    1.441059326
    7.167167167    1.671474701    1.671468093    1.440363026
    7.187187187    1.670056996    1.670050396    1.439667224
    7.207207207    1.668642988    1.668636397    1.438971924
    7.227227227    1.667232670    1.667226088    1.438277134
    7.247247247    1.665826036    1.665819462    1.437582858
    7.267267267    1.664423078    1.664416512    1.436889103
    7.287287287    1.663023788    1.663017230    1.436195874
    7.307307307    1.661628159    1.661621609    1.435503177
    7.327327327    1.660236184    1.660229642    1.434811017
    7.347347347    1.658847855    1.658841322    1.434119400
    7.367367367    1.657463164    1.657456639    1.433428332
    7.387387387    1.656082104    1.656075587    1.432737817
    7.407407407    1.654704667    1.654698158    1.432047862
    7.427427427    1.653330846    1.653324345    1.431358471
    7.447447447    1.651960632    1.651954139    1.430669650
    7.467467467    1.650594017    1.650587532    1.429981404
    7.487487487    1.649230994    1.649224518    1.429293739
    7.507507508    1.647871555    1.647865086    1.428606658
    7.527527528    1.646515692    1.646509231    1.427920168
    7.547547548    1.645163396    1.645156943    1.427234274
    7.567567568    1.643814659    1.643808215    1.426548980
    7.587587588    1.642469474    1.642463037    1.425864291
    7.607607608    1.641127832    1.641121404    1.425180213
    7.627627628    1.639789726    1.639783305    1.424496749
    7.647647648    1.638455145    1.638448732    1.423813906
    7.667667668    1.637124084    1.637117679    1.423131687
    7.687687688    1.635796532    1.635790135    1.422450097
    7.707707708    1.634472482    1.634466093    1.421769141
    7.727727728    1.633151926    1.633145544    1.421088823
    7.747747748    1.631834854    1.631828480    1.420409149
    7.767767768    1.630521259    1.630514893    1.419730122
