# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:    11.113107652   11.113477898    9.349077768
    6.366366366   -0.989722115   -0.989778413    1.715191360
    6.386386386   -0.587948231   -0.588132592    1.759751855
    6.406406406    0.000219668    0.000033424    1.800900354
    6.426426426    0.589103566    0.588908945    1.842905946
    6.446446446    1.214418572    1.214198533    1.889750363
    6.466466466    1.838044970    1.837906251    1.939076489
    6.486486486    1.612642599    1.613384521    1.934066427
    6.506506507   -0.270424099   -0.269552736    1.819668839
    6.526526527   -0.682480905   -0.682561429    1.801689312
    6.546546547   -0.919457544   -0.919541627    1.731799974
    6.566566567   -1.234606834   -1.234653819    1.648916014
    6.586586587   -1.259893245   -1.259714071    1.675943193
    6.606606607   -1.255621700   -1.255629176    1.716106214
    6.626626627   -0.869250544   -0.869301316    1.763155741
    6.646646647   -0.498887632   -0.498931359    1.801057678
    6.666666667   -0.292698818   -0.292782609    1.779660340
    6.686686687   -0.153280160   -0.153317873    1.741516594
    6.706706707    0.050836090    0.050762504    1.768969186
    6.726726727    0.162784708    0.162723051    1.807435631
    6.746746747    0.391937033    0.391935538    1.847493786
    6.766766767    0.686683506    0.686679607    1.889918706
    6.786786787    0.848012990    0.848045956    1.907324274
    6.806806807    0.259478852    0.259652098    1.780547931
    6.826826827   -0.055985013   -0.055952902    1.702873217
    6.846846847    0.095530958    0.095633628    1.730249083
    6.866866867   -0.087202056   -0.087012012    1.751529907
    6.886886887   -0.063842017   -0.063813301    1.775179959
    6.906906907    0.142472090    0.142484165    1.801743898
    6.926926927    0.338562455    0.338582761    1.826251889
    6.946946947    0.513883049    0.513911338    1.849808015
    6.966966967    0.679759790    0.679794927    1.874216118
    6.986986987    0.846459771    0.846500896    1.900877128
    7.007007007    1.009831691    1.009868064    1.923984162
    7.027027027    1.079780460    1.079766086    1.892457474
    7.047047047    1.102941389    1.102940082    1.833703340
    7.067067067    1.241568922    1.241525261    1.850515197
    7.087087087    1.379613023    1.379480235    1.882287291
    7.107107107    1.512236611    1.512126156    1.915319700
    7.127127127    1.832241990    1.832158607    1.950496132
    7.147147147    2.100867308    2.100942648    1.976482906
    7.167167167    1.560805853    1.561416843    1.920910136
    7.187187187    0.647076611    0.647285577    1.828531372
    7.207207207    0.282427094    0.282596822    1.833354350
    7.227227227    0.194951034    0.194884257    1.856571973
    7.247247247    0.575497038    0.575417795    1.891006490
    7.267267267    1.051906710    1.051833982    1.927733212
    7.287287287    1.527956348    1.527896431    1.963322175
    7.307307307    1.506910414    1.507136651    1.954645546
    7.327327327    0.153695555    0.154204233    1.836449976
    7.347347347   -0.969267496   -0.968989111    1.805369161
    7.367367367   -1.033188912   -1.033218954    1.830255404
    7.387387387   -0.674592840   -0.674637656    1.857783752
    7.407407407   -0.363909115   -0.363928520    1.880222709
    7.427427427   -0.126067153   -0.126070585    1.898751724
    7.447447447    0.052713126    0.052703373    1.914739920
    7.467467467    0.194546586    0.194561974    1.929100880
    7.487487487    0.332452739    0.332483821    1.942438533
    7.507507508    0.461902990    0.461935677    1.955183632
    7.527527528    0.564463747    0.564473595    1.967644464
    7.547547548    0.611854019    0.611865743    1.979807219
    7.567567568    0.704703152    0.704747315    1.991726197
    7.587587588    0.729663541    0.729743108    2.001051848
    7.607607608    0.592339367    0.592430288    2.004297356
    7.627627628    0.639169883    0.639226646    2.014788404
    7.647647648    0.755756047    0.755813118    2.028655105
    7.667667668    0.874567738    0.874631178    2.043425486
    7.687687688    0.996337420    0.996407608    2.059492662
    7.707707708    1.123110143    1.123167690    2.077822423
    7.727727728    1.234050540    1.234027305    2.099711876
    7.747747748    1.379953624    1.379906444    2.125004858
    7.767767768    1.477109054    1.477146824    2.132994761
    7.787787788    1.101480455    1.101633051    2.048716251
    7.807807808    0.944426726    0.944375122    2.008260849
    7.827827828    0.966940764    0.966994050    2.031086585
    7.847847848    0.540718936    0.540837627    2.055348420
    7.867867868    0.505880573    0.505850908    2.078863391
    7.887887888    0.642182125    0.642210878    2.096584586
    7.907907908    0.501591310    0.501738199    2.093463074
    7.927927928    0.514026521    0.514068717    2.102042427
    7.947947948    0.645175509    0.645185220    2.122674439
    7.967967968    0.745442370    0.745466537    2.144146017
    7.987987988    0.867056200    0.867098291    2.165723260
    8.008008008    0.999520060    0.999563514    2.184758111
    8.028028028    1.130146512    1.130180829    2.196638468
    8.048048048    1.276414626    1.276453883    2.224256440
    8.068068068    1.448056816    1.448062758    2.263779171
    8.088088088    1.486271385    1.486163544    2.310837898
    8.108108108    1.368695292    1.368793168    2.329556769
    8.128128128    0.758374035    0.758685280    2.203756070
    8.148148148    0.179855085    0.179954631    2.041861364
    8.168168168    0.172277792    0.172293104    2.000511218
    8.188188188    0.357765119    0.357784224    2.043509727
    8.208208208    0.521082136    0.521109814    2.086573615
    8.228228228    0.651162564    0.651195953    2.121212025
    8.248248248    0.754977591    0.755007719    2.149937610
    8.268268268    0.815649864    0.815661549    2.175081020
    8.288288288    0.870817323    0.870850798    2.198238934
    8.308308308    0.952222881    0.952261983    2.220582696
    8.328328328    1.039676949    1.039714553    2.243136896
    8.348348348    1.134915762    1.134950658    2.266983492
    8.368368368    1.242851754    1.242885735    2.292914735
    8.388388388    1.334601901    1.334665023    2.315718697
    8.408408408    1.196875432    1.197040979    2.297636489
    8.428428428    0.970062585    0.970070623    2.262464466
    8.448448448    0.907708806    0.907696414    2.271622012
    8.468468468    0.996486596    0.996511067    2.298264164
    8.488488488    1.100608855    1.100611103    2.326441273
    8.508508509    1.216438168    1.216451117    2.354583012
    8.528528529    1.362986090    1.363008582    2.383176426
    8.548548549    1.355763983    1.355875790    2.404585967
    8.568568569    0.865928413    0.866095841    2.402350569
    8.588588589    0.669735005    0.669766115    2.419338513
    8.608608609    0.785705908    0.785702181    2.459207316
    8.628628629    0.902396684    0.902410537    2.488096772
    8.648648649    0.865721150    0.865738116    2.407573119
    8.668668669    0.817431440    0.817468175    2.330228621
    8.688688689    0.894148334    0.894185637    2.358476567
    8.708708709    0.968850963    0.968876654    2.397439398
    8.728728729    1.025572364    1.025601397    2.430883023
    8.748748749    1.092045095    1.092074777    2.460717154
    8.768768769    1.159476284    1.159496278    2.489164457
    8.788788789    1.213432203    1.213400989    2.516681194
    8.808808809    1.223904771    1.223828999    2.543982386
    8.828828829    1.271500660    1.271459515    2.571740322
    8.848848849    1.350587451    1.350529523    2.600624200
    8.868868869    1.422626157    1.422611708    2.631430990
    8.888888889    1.482106127    1.482263733    2.665238704
    8.908908909    1.566181943    1.566353329    2.703341209
    8.928928929    1.668524186    1.668716611    2.744343077
    8.948948949    1.526190244    1.526522439    2.770032306
    8.968968969    1.168704848    1.168988001    2.755173380
    8.988988989    0.915318222    0.915608112    2.689362146
    9.009009009    0.831368269    0.831540730    2.677061717
    9.029029029    0.928583504    0.928732453    2.702383452
    9.049049049    1.020584810    1.020557881    2.741132258
    9.069069069    1.002290773    1.002167445    2.787055111
    9.089089089    0.974289087    0.974328954    2.831485180
    9.109109109    1.051176717    1.051272360    2.874730559
    9.129129129    1.130407664    1.130498056    2.917677887
    9.149149149    1.201730413    1.201819700    2.960306396
    9.169169169    1.280926432    1.281019329    3.004714412
    9.189189189    1.368152284    1.368249638    3.052392802
    9.209209209    1.465809769    1.465907763    3.103052098
    9.229229229    1.544184444    1.544233475    3.156908348
    9.249249249    1.469362907    1.469374743    3.211232037
    9.269269269    1.194901570    1.194994131    3.261225153
    9.289289289    1.138507752    1.138596844    3.324214922
    9.309309309    1.256641208    1.256728386    3.398442619
    9.329329329    1.353205222    1.353263962    3.479877011
    9.349349349    1.395800837    1.395854513    3.570430161
    9.369369369    1.357606350    1.357584920    3.676088843
    9.389389389    1.297310812    1.297363140    3.796764686
    9.409409409    1.293622127    1.293736874    3.901283713
    9.429429429    1.050132429    1.050283673    3.920048302
    9.449449449    1.028833216    1.028910876    4.036022761
    9.469469469    1.139064277    1.139129918    4.203441926
    9.489489489    1.245838015    1.245914252    4.448234518
    9.509509510    1.308370243    1.308477259    4.760581597
    9.529529530    1.272519546    1.272630586    4.968901984
    9.549549550    1.337237463    1.337335618    5.011490472
    9.569569570    1.357259383    1.357354435    4.381126578
    9.589589590    1.222433227    1.222441855    4.131100289
    9.609609610    1.091111803    1.091164427    4.599515673
    9.629629630    1.049330453    1.049356806    4.321329892
    9.649649650    1.102738782    1.102791062    3.664361639
    9.669669670    1.186578413    1.186641948    3.070876879
    9.689689690    1.269390237    1.269458935    3.379006330
    9.709709710    1.351467319    1.351540817    3.639219055
    9.729729730    1.439114322    1.439193177    3.897097120
    9.749749750    1.528181224    1.528255968    2.591740376
    9.769769770    1.559681818    1.559697934    1.943981570
    9.789789790    1.334245627    1.334123948    2.577913666
    9.809809810    1.141625369    1.141645119    3.369160760
    9.829829830    1.191084087    1.191167443    4.186781396
    9.849849850    1.152211639    1.152350837    4.712238964
    9.869869870    1.095653529    1.095757201    3.690721437
    9.889889890    1.155477482    1.155561074    1.630542099
    9.909909910    1.226318332    1.226399575    0.972736683
    9.929929930    1.291004488    1.291084525    1.666666815
    9.949949950    1.346697173    1.346779187    1.799309738
    9.969969970    1.361758804    1.361855125    1.580558239
    9.989989990    1.352573898    1.352661336    2.142301001
   10.010010010    1.394066334    1.394143499    2.867331245
   10.030030030    1.413308521    1.413354070    3.640081721
   10.050050050    1.400451253    1.400511519    4.240435793
   10.070070070    1.442001835    1.442078521    3.267802712
   10.090090090    1.498724990    1.498802227    1.186864279
   10.110110110    1.562059093    1.562134848    0.507339535
   10.130130130    1.626365359    1.626440473    1.192187439
   10.150150150    1.595800921    1.595884408    1.816580489
   10.170170170    1.369578337    1.369656280    2.086968071
   10.190190190    1.330227304    1.330299104    2.064128329
   10.210210210    1.383197993    1.383273831    1.476487674
   10.230230230    1.450444129    1.450520751    1.804424441
   10.250250250    1.510657781    1.510733235    2.372284837
   10.270270270    1.544267424    1.544353257    2.967389409
   10.290290290    1.514776144    1.514872023    3.511863294
   10.310310310    1.507479233    1.507570491    4.282647533
   10.330330330    1.560499107    1.560588988    5.301409432
   10.350350350    1.623176241    1.623263359    5.831975748
   10.370370370    1.667205023    1.667269776    2.353019172
   10.390390390    1.672868819    1.672932578   -1.279945016
   10.410410410    1.725550132    1.725629454   -1.462834379
   10.430430430    1.769938829    1.770014759   -0.635346199
   10.450450450    1.799541837    1.799670226   -0.097003716
   10.470470470    1.720149403    1.720302852    0.184305028
   10.490490490    1.583543944    1.583544243    0.776040208
   10.510510511    1.431961894    1.432031348    1.377852192
   10.530530531    1.394547701    1.394658173    1.878431009
   10.550550551    1.421295694    1.421379812    2.168154611
   10.570570571    1.425656008    1.425742298    1.723154915
   10.590590591    1.465943054    1.466064753    0.658564304
   10.610610611    1.539749727    1.539874783    0.482352151
   10.630630631    1.614255521    1.614379285    1.039689533
   10.650650651    1.688525502    1.688651557    1.670508611
   10.670670671    1.750465296    1.750607477    2.356523774
   10.690690691    1.734221820    1.734387397    3.134118759
   10.710710711    1.724080520    1.724208804    3.732541731
   10.730730731    1.741079175    1.741222870    2.176481619
   10.750750751    1.733265098    1.733354580   -0.908462712
   10.770770771    1.683487864    1.683575759   -1.135795189
   10.790790791    1.731849329    1.731904736   -0.422427506
   10.810810811    1.617971474    1.617920026    0.057473478
   10.830830831    1.417377152    1.417389776    0.401805126
   10.850850851    1.434102581    1.434186365    0.734854241
   10.870870871    1.525352333    1.525448192    1.175148015
